invoice_id,vendor_name,amount,tax_amount,tax_rate,description,date,is_fake
INV-2847,Salesforce Inc,2919.97,525.59,0.18,Cloud computing services for Q1 2024,2024-09-08 01:58:36.481350,0
INV-6300,Microsoft Corp,381.43,68.66,0.18,Software licensing and support services,2025-01-04 01:58:36.481350,0
INV-1259,Oracl Corporation,10847.76,1952.6,0.18,Emergency maintenance work,2024-10-11 01:58:36.481350,1
INV-6214,Microsft Corp,23881.53,4298.68,0.18,Miscellaneous services and products,2024-12-12 01:58:36.481350,1
INV-7127,Salesforce Inc,475.18,85.53,0.18,Professional consulting services,2025-04-12 01:58:36.481350,0
INV-5953,Gogle LLC,6151.82,1107.33,0.18,Various professional services,2024-08-20 01:58:36.497189,1
INV-3636,Apple Inc,3431.19,617.61,0.18,Software licensing and support services,2024-10-17 01:58:36.481350,0
ZZTOQYZC,Aple Inc,28839.7,5191.15,0.18,Miscellaneous services and products,2024-11-27 01:58:36.481350,1
22T08336,IBM Corporaton,39308.36,7075.5,0.18,General business expenses,2024-12-13 01:58:36.481350,1
INV-6987,Microsoft Corp,150.92,27.17,0.18,Software licensing and support services,2025-06-01 01:58:36.481350,0
INV-3649,IBM Corporation,5492.56,988.66,0.18,Software licensing and support services,2024-08-25 01:58:36.481350,0
INV-8832,Microsoft Corp,1422.33,256.02,0.18,Hardware procurement and installation,2024-09-30 01:58:36.481350,0
INV-5102,Microsoft Corp,9980.46,1796.48,0.18,Professional consulting services,2024-08-03 01:58:36.481350,0
SEBPNEV5,Aple Inc,5263.94,947.51,0.18,General business expenses,2025-07-07 01:58:36.481350,1
INV-7175,Amazon Web Servces,34521.24,6213.82,0.18,Miscellaneous services and products,2024-10-25 01:58:36.481350,1
INV-5957,Oracle Corporation,6538.8,1176.98,0.18,Software licensing and support services,2024-10-02 01:58:36.481350,0
INV-4684,Microsoft Corp,1401.97,252.35,0.18,Cloud computing services for Q1 2024,2024-11-08 01:58:36.465521,0
INV-7654,Oracle Corporation,1060.24,190.84,0.18,Software licensing and support services,2024-11-17 01:58:36.481350,0
INV-9980,Aple Inc,4123.95,742.31,0.18,Various professional services,2024-11-15 01:58:36.499205,1
7K0S5XT2,Amazon Web Servces,25000.0,4500.0,0.18,General business expenses,2024-11-11 01:58:36.481350,1
3HMRKBGZ,Aple Inc,47442.19,8539.59,0.18,Emergency maintenance work,2025-04-18 01:58:36.481350,1
INV-3109,IBM Corporation,9995.53,1799.2,0.18,Professional consulting services,2024-07-26 01:58:36.481350,0
INV-1893,Google LLC,6191.82,1114.53,0.18,Professional consulting services,2024-08-20 01:58:36.481350,0
INV-7861,Salesforce Inc,4025.95,724.67,0.18,Software licensing and support services,2025-03-17 01:58:36.481350,0
INV-5921,IBM Corporation,1626.49,292.77,0.18,Cloud computing services for Q1 2024,2024-10-26 01:58:36.481350,0
INV-8751,Salesforce Inc,2712.35,488.22,0.18,Cloud computing services for Q1 2024,2025-03-07 01:58:36.481350,0
INV-9174,Salesforce Inc,6130.47,1103.48,0.18,Hardware procurement and installation,2024-12-30 01:58:36.481350,0
INV-8533,Oracl Corporation,48986.38,3521.71,0.07177453803416788,Various professional services,2024-11-09 01:58:36.481350,1
INV-2567,Microsoft Corp,4649.26,836.87,0.18,Software licensing and support services,2025-03-17 01:58:36.481350,0
INV-2730,Apple Inc,9252.61,1665.47,0.18,Hardware procurement and installation,2024-12-02 01:58:36.481350,0
INV-1171,IBM Corporation,6943.03,1249.75,0.18,Hardware procurement and installation,2024-12-15 01:58:36.481350,0
INV-2635,Oracle Corporation,7570.01,1362.6,0.18,Cloud computing services for Q1 2024,2025-03-18 01:58:36.481350,0
INV-2778,Oracle Corporation,6535.63,1176.41,0.18,Cloud computing services for Q1 2024,2024-12-26 01:58:36.481350,0
VW9X82XD,Gogle LLC,14791.39,2997.01,0.2016624984370608,General business expenses,2025-04-15 01:58:36.481350,1
1RQ3FH3D,Salesforec Inc,21784.31,3921.18,0.18,General business expenses,2024-09-05 01:58:36.481350,1
INV-8006,Microsoft Corp,8583.43,1545.02,0.18,Software licensing and support services,2024-09-15 01:58:36.481350,0
INV-7025,IBM Corporation,8195.38,1475.17,0.18,Professional consulting services,2024-08-24 01:58:36.481350,0
INV-1025,Gogle LLC,2044.8,318.77,0.14005244025503522,General business expenses,2025-03-05 01:58:36.481350,1
INV-8333,IBM Corporation,2255.43,405.98,0.18,Hardware procurement and installation,2024-09-02 01:58:36.481350,0
INV-3638,Google LLC,1391.5,250.47,0.18,Cloud computing services for Q1 2024,2024-08-12 01:58:36.465521,0
INV-8666,Microsoft Corp,8040.49,1447.29,0.18,Cloud computing services for Q1 2024,2024-07-22 01:58:36.481350,0
INV-9638,Oracle Corporation,3198.14,575.67,0.18,Cloud computing services for Q1 2024,2024-11-10 01:58:36.481350,0
INV-9876,Salesforce Inc,5982.37,1076.83,0.18,Cloud computing services for Q1 2024,2025-03-03 01:58:36.481350,0
INV-1264,Amazon Web Services,2922.59,526.07,0.18,Cloud computing services for Q1 2024,2025-06-09 01:58:36.481350,0
INV-7110,Google LLC,8469.72,1524.55,0.18,Cloud computing services for Q1 2024,2024-11-05 01:58:36.481350,0
INV-9542,Salesforce Inc,3067.24,552.1,0.18,Software licensing and support services,2024-09-05 01:58:36.481350,0
A6ISKIS6,Amazon Web Servces,22264.5,4007.61,0.18,Emergency maintenance work,2024-08-25 01:58:36.481350,1
INV-9251,Salesforec Inc,26360.84,3064.41,0.11696308491986655,Miscellaneous services and products,2024-08-21 01:58:36.481350,1
INV-6752,Oracle Corporation,3406.09,613.1,0.18,Software licensing and support services,2024-12-24 01:58:36.481350,0
INV-3261,Salesforec Inc,5000.0,900.0,0.18,Miscellaneous services and products,2024-10-21 01:58:36.481350,1
5R5ORUY0,Aple Inc,1544.58,131.67,0.08728975724035283,Miscellaneous services and products,2024-12-11 01:58:36.481350,1
INV-3436,Gogle LLC,1000.0,180.0,0.18,Emergency maintenance work,2024-10-03 01:58:36.497189,1
INV-4849,Oracl Corporation,10000.0,1800.0,0.18,General business expenses,2024-10-09 01:58:36.481350,1
INV-2561,Amazon Web Services,3753.81,675.69,0.18,Professional consulting services,2025-04-09 01:58:36.481350,0
INV-2075,Aple Inc,1000.0,180.0,0.18,Emergency maintenance work,2025-03-23 01:58:36.481350,1
NSDTAJEC,Aple Inc,10000.0,1800.0,0.18,Miscellaneous services and products,2024-11-15 01:58:36.497189,1
INV-4883,Microsft Corp,42026.81,7564.83,0.18,Miscellaneous services and products,2024-10-11 01:58:36.481350,1
INV-9608,IBM Corporation,7637.94,1374.83,0.18,Hardware procurement and installation,2025-01-10 01:58:36.481350,0
INV-1404,Salesforec Inc,7056.87,950.19,0.13422579098237902,Various professional services,2024-08-01 01:58:36.481350,1
INV-7804,Oracle Corporation,7544.99,1358.1,0.18,Software licensing and support services,2025-01-26 01:58:36.481350,0
INV-1516,Oracl Corporation,42325.69,7618.62,0.18,Various professional services,2024-10-01 01:58:36.481350,1
INV-7468,Microsoft Corp,9505.26,1710.95,0.18,Software licensing and support services,2025-01-16 01:58:36.481350,0
INV-1796,Gogle LLC,10000.0,1800.0,0.18,Various professional services,2025-03-26 01:58:36.481350,1
M89A0I42,Oracl Corporation,22395.49,3240.48,0.14323753549823826,Various professional services,2025-01-27 01:58:36.481350,1
INV-9290,Microsft Corp,19817.7,2530.48,0.13003591767040035,General business expenses,2024-11-24 01:58:36.497189,1
INV-7284,Microsoft Corp,5115.89,920.86,0.18,Professional consulting services,2024-12-05 01:58:36.481350,0
HQIRFL6A,Amazon Web Servces,626.15,112.71,0.18,Miscellaneous services and products,2024-10-11 01:58:36.481350,1
INV-9954,Salesforce Inc,5821.36,1047.84,0.18,Professional consulting services,2024-09-11 01:58:36.481350,0
INV-5537,IBM Corporaton,2390.69,430.32,0.18,Miscellaneous services and products,2025-03-09 01:58:36.481350,1
INV-2287,IBM Corporaton,1000.0,180.0,0.18,Emergency maintenance work,2024-10-16 01:58:36.481350,1
INV-8616,Apple Inc,4468.68,804.36,0.18,Professional consulting services,2024-12-19 01:58:36.481350,0
INV-4274,Microsoft Corp,952.34,171.42,0.18,Cloud computing services for Q1 2024,2025-06-10 01:58:36.481350,0
D6YTX1DL,Aple Inc,13670.58,2460.7,0.18,Miscellaneous services and products,2024-10-25 01:58:36.481350,1
WS7BFJIG,Gogle LLC,48607.74,8749.39,0.18,Miscellaneous services and products,2025-03-16 01:58:36.481350,1
INV-1068,Oracl Corporation,5000.0,1227.32,0.24955589208904927,Emergency maintenance work,2025-06-11 01:58:36.497189,1
INV-4930,Salesforec Inc,25019.71,4503.55,0.18,Emergency maintenance work,2024-08-06 01:58:36.499205,1
INV-9170,Salesforec Inc,1000.0,180.0,0.18,Various professional services,2025-03-18 01:58:36.497189,1
INV-4504,Salesforce Inc,4459.53,802.72,0.18,Cloud computing services for Q1 2024,2024-09-01 01:58:36.481350,0
4IDS8V4V,Oracl Corporation,26976.64,3803.94,0.14192694890784413,Emergency maintenance work,2024-10-22 01:58:36.481350,1
INV-8138,IBM Corporation,9364.08,1685.53,0.18,Professional consulting services,2025-04-12 01:58:36.481350,0
INV-9080,Salesforec Inc,1000.0,180.0,0.18,Emergency maintenance work,2024-09-21 01:58:36.481350,1
INV-4099,Amazon Web Services,693.39,124.81,0.18,Cloud computing services for Q1 2024,2024-08-16 01:58:36.481350,0
INV-4986,Oracl Corporation,21053.42,1688.76,0.0788636368298797,Miscellaneous services and products,2024-11-20 01:58:36.497189,1
INV-3244,Oracle Corporation,7263.25,1307.38,0.18,Professional consulting services,2025-03-01 01:58:36.481350,0
G4Y3P3UX,IBM Corporaton,36274.29,7735.95,0.21427316107577027,Various professional services,2025-02-04 01:58:36.497189,1
FB75355P,Oracl Corporation,19918.41,3923.24,0.19734082658090402,Emergency maintenance work,2025-02-05 01:58:36.481350,1
INV-5694,IBM Corporation,4071.6,732.89,0.18,Cloud computing services for Q1 2024,2025-04-23 01:58:36.481350,0
INV-8545,Google LLC,4389.49,790.11,0.18,Software licensing and support services,2024-08-10 01:58:36.481350,0
INV-8109,Microsft Corp,34820.69,6267.72,0.18,Miscellaneous services and products,2024-09-25 01:58:36.481350,1
INV-9479,Google LLC,7184.24,1293.16,0.18,Hardware procurement and installation,2025-04-27 01:58:36.481350,0
INV-1345,Oracl Corporation,3952.32,480.75,0.11644961585682427,Miscellaneous services and products,2025-02-13 01:58:36.499205,1
INV-7220,Microsft Corp,5000.0,1436.23,0.2804070641185552,Miscellaneous services and products,2024-10-11 01:58:36.499205,1
INV-1079,Amazon Web Servces,30729.01,3443.83,0.11326871224480252,Various professional services,2024-09-07 01:58:36.481350,1
8917IRLQ,IBM Corporaton,48761.41,8777.05,0.18,Miscellaneous services and products,2025-03-17 01:58:36.499205,1
68A1FXKI,Gogle LLC,7784.84,2195.36,0.27663281394826683,Emergency maintenance work,2025-04-19 01:58:36.497189,1
INV-1577,Aple Inc,41675.87,7501.66,0.18,Emergency maintenance work,2024-09-10 01:58:36.481350,1
INV-2105,Microsft Corp,41628.13,7493.06,0.18,Various professional services,2024-09-25 01:58:36.497189,1
INV-4116,Gogle LLC,6757.22,1566.95,0.2359037232553579,General business expenses,2025-02-07 01:58:36.481350,1
INV-8687,Microsft Corp,3978.49,716.13,0.18,Miscellaneous services and products,2024-12-11 01:58:36.481350,1
INV-4843,Oracle Corporation,7096.04,1277.29,0.18,Cloud computing services for Q1 2024,2025-07-12 01:58:36.481350,0
INV-2114,Apple Inc,3044.94,548.09,0.18,Hardware procurement and installation,2024-10-30 01:58:36.481350,0
INV-7375,Microsoft Corp,7341.3,1321.43,0.18,Professional consulting services,2024-12-05 01:58:36.481350,0
9M0H7DCQ,Salesforec Inc,29349.0,5282.82,0.18,Miscellaneous services and products,2025-04-11 01:58:36.481350,1
INV-6131,Salesforce Inc,1646.11,296.3,0.18,Professional consulting services,2025-03-14 01:58:36.481350,0
J3I9R3JP,Microsft Corp,40517.63,5968.18,0.14688211303823206,Miscellaneous services and products,2024-12-07 01:58:36.481350,1
INV-1081,IBM Corporaton,25000.0,4500.0,0.18,General business expenses,2025-03-10 01:58:36.481350,1
INV-1319,Amazon Web Servces,12940.81,1461.36,0.11371008410649212,Various professional services,2025-02-15 01:58:36.497189,1
INV-7009,Microsoft Corp,9881.33,1778.64,0.18,Professional consulting services,2025-03-23 01:58:36.481350,0
INV-9075,Amazon Web Servces,12928.8,3554.54,0.27201282953160894,General business expenses,2025-04-17 01:58:36.481350,1
INV-9276,Apple Inc,1064.93,191.69,0.18,Software licensing and support services,2025-02-14 01:58:36.481350,0
INV-6796,Oracle Corporation,2832.0,509.76,0.18,Software licensing and support services,2025-06-09 01:58:36.481350,0
INV-5586,Oracle Corporation,1282.69,230.88,0.18,Cloud computing services for Q1 2024,2025-01-30 01:58:36.481350,0
INV-8647,Microsft Corp,10031.81,2728.78,0.2744454023290052,Emergency maintenance work,2025-03-06 01:58:36.481350,1
OBVWPPLN,Gogle LLC,34140.23,6145.24,0.18,Emergency maintenance work,2024-09-26 01:58:36.497189,1
INV-5735,Google LLC,4193.15,754.77,0.18,Cloud computing services for Q1 2024,2025-07-05 01:58:36.481350,0
INV-2078,Microsft Corp,40423.39,2035.82,0.05089040716742489,Various professional services,2024-12-12 01:58:36.499205,1
INV-5249,Microsoft Corp,3013.18,542.37,0.18,Professional consulting services,2024-09-27 01:58:36.481350,0
INV-8953,Apple Inc,8544.76,1538.06,0.18,Software licensing and support services,2024-12-22 01:58:36.481350,0
INV-5620,Oracl Corporation,25925.91,4666.66,0.18,General business expenses,2025-06-09 01:58:36.497189,1
INV-6698,Amazon Web Services,9006.14,1621.11,0.18,Professional consulting services,2024-10-10 01:58:36.481350,0
INV-8985,Salesforce Inc,6419.26,1155.47,0.18,Professional consulting services,2024-09-07 01:58:36.481350,0
QL3WY7GN,Amazon Web Servces,10000.0,1351.0,0.13057427933523652,Miscellaneous services and products,2024-11-06 01:58:36.481350,1
INV-8650,Amazon Web Services,3166.27,569.93,0.18,Software licensing and support services,2024-12-02 01:58:36.481350,0
INV-7056,Google LLC,1300.04,234.01,0.18,Cloud computing services for Q1 2024,2025-01-29 01:58:36.481350,0
INV-2802,Oracl Corporation,46004.06,8280.73,0.18,Emergency maintenance work,2025-04-29 01:58:36.481350,1
INV-9751,Microsft Corp,34718.29,6529.2,0.1892072166371716,Miscellaneous services and products,2025-03-20 01:58:36.481350,1
INV-8788,IBM Corporation,8777.59,1579.97,0.18,Software licensing and support services,2024-12-16 01:58:36.481350,0
4N533T5X,Salesforec Inc,49045.03,8828.11,0.18,General business expenses,2025-05-21 01:58:36.481350,1
INV-7965,Oracl Corporation,2956.26,532.13,0.18,General business expenses,2024-12-17 01:58:36.497189,1
INV-3530,Salesforce Inc,3987.83,717.81,0.18,Cloud computing services for Q1 2024,2024-08-27 01:58:36.481350,0
T76QVYHP,Microsft Corp,10000.0,1800.0,0.18,Emergency maintenance work,2024-12-05 01:58:36.481350,1
INV-2588,Oracl Corporation,31092.3,5596.61,0.18,Emergency maintenance work,2024-10-18 01:58:36.481350,1
5WBSLU2D,Microsft Corp,3192.51,574.65,0.18,Miscellaneous services and products,2025-06-18 01:58:36.497189,1
INV-5362,Oracle Corporation,641.77,115.52,0.18,Software licensing and support services,2024-08-06 01:58:36.481350,0
INV-8815,Amazon Web Services,1442.98,259.74,0.18,Cloud computing services for Q1 2024,2025-03-14 01:58:36.481350,0
INV-5150,Gogle LLC,26862.79,4835.3,0.18,General business expenses,2025-06-23 01:58:36.481350,1
INV-5299,Microsoft Corp,7379.87,1328.38,0.18,Professional consulting services,2024-11-10 01:58:36.481350,0
INV-8007,Microsft Corp,35464.33,6383.58,0.18,Miscellaneous services and products,2025-06-15 01:58:36.481350,1
INV-1667,Amazon Web Servces,2034.79,366.26,0.18,Miscellaneous services and products,2025-06-02 01:58:36.499205,1
INV-4076,Amazon Web Servces,27234.86,4902.27,0.18,General business expenses,2024-11-23 01:58:36.481350,1
INV-7606,Microsoft Corp,381.59,68.69,0.18,Professional consulting services,2025-06-14 01:58:36.481350,0
INV-2903,Oracle Corporation,454.69,81.84,0.18,Hardware procurement and installation,2025-04-18 01:58:36.481350,0
INV-7626,Apple Inc,1398.51,251.73,0.18,Hardware procurement and installation,2025-03-05 01:58:36.481350,0
N2EH6PRI,Aple Inc,25000.0,2624.74,0.10327930395162975,General business expenses,2024-12-09 01:58:36.497189,1
INV-3404,Microsoft Corp,9807.13,1765.28,0.18,Professional consulting services,2025-02-13 01:58:36.481350,0
INV-1431,Amazon Web Services,1342.19,241.59,0.18,Professional consulting services,2024-11-03 01:58:36.481350,0
INV-5969,Oracle Corporation,1014.45,182.6,0.18,Cloud computing services for Q1 2024,2024-10-30 01:58:36.481350,0
INV-9800,Google LLC,4837.93,870.83,0.18,Cloud computing services for Q1 2024,2025-03-26 01:58:36.481350,0
INV-9554,Microsoft Corp,6989.54,1258.12,0.18,Professional consulting services,2025-07-01 01:58:36.481350,0
INV-6880,Microsoft Corp,3269.73,588.55,0.18,Cloud computing services for Q1 2024,2024-07-25 01:58:36.481350,0
IWB2XESE,Gogle LLC,47970.81,14149.02,0.2954329167715203,Miscellaneous services and products,2025-03-24 01:58:36.481350,1
INV-3209,Microsoft Corp,5275.67,949.62,0.18,Professional consulting services,2024-09-05 01:58:36.481350,0
INV-3136,Apple Inc,1902.54,342.46,0.18,Cloud computing services for Q1 2024,2024-07-18 01:58:36.481350,0
INV-7926,IBM Corporaton,18463.31,3323.4,0.18,General business expenses,2025-02-11 01:58:36.481350,1
INV-3600,Google LLC,4664.2,839.56,0.18,Software licensing and support services,2024-10-22 01:58:36.481350,0
INV-7371,Oracl Corporation,30896.18,5561.31,0.18,Various professional services,2024-10-27 01:58:36.499205,1
INV-7084,Amazon Web Services,8957.38,1612.33,0.18,Hardware procurement and installation,2024-10-17 01:58:36.481350,0
INV-4592,Salesforec Inc,31109.62,5599.73,0.18,Various professional services,2024-12-26 01:58:36.481350,1
9WSCKV2U,Gogle LLC,38285.18,7570.21,0.197874616109681,General business expenses,2025-02-21 01:58:36.499205,1
LMEQI7O8,Amazon Web Servces,25000.0,4500.0,0.18,Miscellaneous services and products,2024-09-09 01:58:36.497189,1
INV-5471,Amazon Web Services,3336.6,600.59,0.18,Hardware procurement and installation,2025-05-20 01:58:36.481350,0
INV-6697,Microsft Corp,42178.27,7592.09,0.18,General business expenses,2025-07-10 01:58:36.481350,1
INV-2141,Salesforec Inc,9766.34,2231.66,0.22550676971084055,Various professional services,2024-12-30 01:58:36.481350,1
YU7ISV32,Aple Inc,1000.0,180.0,0.18,Various professional services,2025-06-14 01:58:36.497189,1
INV-7210,IBM Corporation,4360.98,784.98,0.18,Cloud computing services for Q1 2024,2024-10-29 01:58:36.481350,0
INV-6449,Salesforec Inc,22110.35,3979.86,0.18,Various professional services,2025-04-15 01:58:36.481350,1
INV-7782,Amazon Web Services,4160.06,748.81,0.18,Software licensing and support services,2024-07-21 01:58:36.481350,0
INV-5325,Microsoft Corp,5021.42,903.86,0.18,Cloud computing services for Q1 2024,2024-12-17 01:58:36.481350,0
INV-5991,Salesforce Inc,6531.32,1175.64,0.18,Software licensing and support services,2025-06-01 01:58:36.481350,0
I0SWW2IM,Salesforec Inc,12055.03,2853.12,0.23768207228936855,General business expenses,2024-11-04 01:58:36.481350,1
INV-5127,Amazon Web Servces,40852.71,7353.49,0.18,Emergency maintenance work,2024-11-29 01:58:36.481350,1
INV-6951,Google LLC,869.95,156.59,0.18,Professional consulting services,2025-03-14 01:58:36.481350,0
INV-2036,Aple Inc,46672.41,11069.32,0.23682211075925003,Miscellaneous services and products,2025-06-13 01:58:36.481350,1
INV-3391,Amazon Web Services,4987.07,897.67,0.18,Professional consulting services,2024-12-26 01:58:36.481350,0
1X6TTAFM,Amazon Web Servces,46932.72,12801.96,0.2726411778491969,Various professional services,2025-04-30 01:58:36.497189,1
7PS62LPK,Gogle LLC,5000.0,900.0,0.18,Miscellaneous services and products,2025-03-23 01:58:36.481350,1
INV-1442,IBM Corporation,742.28,133.61,0.18,Cloud computing services for Q1 2024,2025-03-31 01:58:36.481350,0
INV-5677,Salesforce Inc,1192.52,214.65,0.18,Software licensing and support services,2025-03-10 01:58:36.481350,0
INV-5119,Google LLC,8522.73,1534.09,0.18,Cloud computing services for Q1 2024,2024-08-03 01:58:36.481350,0
HVKY48BN,Gogle LLC,41027.88,7385.02,0.18,General business expenses,2025-05-05 01:58:36.481350,1
INV-1563,Salesforec Inc,5377.79,347.72,0.07177481718824487,Emergency maintenance work,2025-03-07 01:58:36.481350,1
INV-5429,Microsft Corp,32999.94,5939.99,0.18,Miscellaneous services and products,2024-11-01 01:58:36.481350,1
INV-7875,Oracle Corporation,7268.05,1308.25,0.18,Software licensing and support services,2024-07-17 01:58:36.481350,0
INV-6039,Gogle LLC,16308.18,2935.47,0.18,Emergency maintenance work,2025-01-01 01:58:36.497189,1
INV-1592,Aple Inc,1000.0,180.0,0.18,Miscellaneous services and products,2025-01-05 01:58:36.497189,1
INV-4877,IBM Corporation,3907.38,703.33,0.18,Cloud computing services for Q1 2024,2025-02-13 01:58:36.481350,0
INV-4762,Amazon Web Servces,24726.0,4450.68,0.18,Emergency maintenance work,2024-10-09 01:58:36.481350,1
INV-7350,Aple Inc,1155.54,208.0,0.18,Miscellaneous services and products,2025-04-28 01:58:36.481350,1
INV-9204,Salesforce Inc,6831.64,1229.7,0.18,Software licensing and support services,2024-10-29 01:58:36.481350,0
INV-3772,Oracle Corporation,1696.87,305.44,0.18,Cloud computing services for Q1 2024,2024-10-07 01:58:36.481350,0
INV-4452,Gogle LLC,36262.89,6527.32,0.18,Emergency maintenance work,2024-11-04 01:58:36.481350,1
INV-8069,Microsft Corp,13171.35,3009.03,0.22853307657111205,Miscellaneous services and products,2025-03-23 01:58:36.481350,1
INV-7070,IBM Corporaton,39915.41,7184.77,0.18,Emergency maintenance work,2024-12-25 01:58:36.481350,1
INV-6185,Oracle Corporation,7863.35,1415.4,0.18,Software licensing and support services,2024-09-03 01:58:36.481350,0
TLK8B92Q,IBM Corporaton,29162.1,2370.17,0.08147400125405331,Miscellaneous services and products,2024-12-30 01:58:36.481350,1
3B93YF6H,IBM Corporaton,16723.58,1781.04,0.1078635868731012,Emergency maintenance work,2025-05-27 01:58:36.497189,1
INV-4705,Microsft Corp,25000.0,3773.99,0.15275544081191617,Emergency maintenance work,2024-09-08 01:58:36.481350,1
INV-6890,Gogle LLC,48515.53,8732.8,0.18,General business expenses,2025-01-07 01:58:36.481350,1
INV-8327,Oracl Corporation,19600.9,3528.16,0.18,Emergency maintenance work,2025-07-12 01:58:36.497189,1
INV-9419,Microsoft Corp,4564.4,821.59,0.18,Cloud computing services for Q1 2024,2025-06-02 01:58:36.481350,0
INV-7737,Aple Inc,134.27,48.23,0.2110531699979184,Emergency maintenance work,2024-11-15 01:58:36.497189,1
INV-6751,Gogle LLC,5000.0,900.0,0.18,Various professional services,2024-08-12 01:58:36.481350,1
INV-4769,IBM Corporation,1484.48,267.21,0.18,Hardware procurement and installation,2024-10-20 01:58:36.481350,0
INV-6019,Microsoft Corp,4193.97,754.91,0.18,Professional consulting services,2025-01-03 01:58:36.481350,0
3OCS38E6,Gogle LLC,2731.2,245.52,0.07818814696856229,Miscellaneous services and products,2024-08-19 01:58:36.499205,1
INV-4364,Apple Inc,2744.91,494.08,0.18,Hardware procurement and installation,2025-05-15 01:58:36.481350,0
INV-7587,Google LLC,8005.48,1440.99,0.18,Cloud computing services for Q1 2024,2024-10-31 01:58:36.481350,0
INV-9342,Salesforec Inc,25667.68,4620.18,0.18,Various professional services,2025-07-12 01:58:36.481350,1
INV-1316,Microsft Corp,46178.54,8608.24,0.18620479221156921,Various professional services,2025-03-09 01:58:36.497189,1
INV-4219,Apple Inc,422.91,76.12,0.18,Hardware procurement and installation,2024-12-07 01:58:36.481350,0
INV-8059,IBM Corporation,7464.48,1343.61,0.18,Software licensing and support services,2024-10-20 01:58:36.481350,0
INV-5404,Microsft Corp,16891.22,3040.42,0.18,Various professional services,2025-02-14 01:58:36.497189,1
JMBV33MN,Oracl Corporation,16744.83,3014.07,0.18,Various professional services,2025-01-20 01:58:36.497189,1
INV-1777,Microsoft Corp,551.57,99.28,0.18,Professional consulting services,2025-01-07 01:58:36.481350,0
INV-6479,Salesforce Inc,495.16,89.13,0.18,Professional consulting services,2024-10-19 01:58:36.481350,0
INV-4658,Microsft Corp,10000.0,1568.35,0.1535347819959763,Various professional services,2025-04-09 01:58:36.481350,1
INV-5729,IBM Corporation,5856.28,1054.13,0.18,Software licensing and support services,2024-10-05 01:58:36.481350,0
INV-2961,Aple Inc,18891.0,3400.38,0.18,Emergency maintenance work,2024-11-06 01:58:36.481350,1
INV-2794,Oracle Corporation,3079.45,554.3,0.18,Cloud computing services for Q1 2024,2025-06-24 01:58:36.481350,0
3BXJRPIM,Gogle LLC,9880.18,1778.43,0.18,Miscellaneous services and products,2025-07-07 01:58:36.481350,1
INV-3689,Amazon Web Services,2904.67,522.84,0.18,Hardware procurement and installation,2025-06-01 01:58:36.481350,0
INV-1615,Salesforce Inc,4145.32,746.16,0.18,Cloud computing services for Q1 2024,2024-12-05 01:58:36.481350,0
INV-2594,Amazon Web Servces,1000.0,239.18,0.24321364389760208,General business expenses,2025-03-19 01:58:36.481350,1
MB9GT0JX,Amazon Web Servces,4020.88,723.76,0.18,General business expenses,2025-04-29 01:58:36.499205,1
INV-2405,Google LLC,4087.11,735.68,0.18,Cloud computing services for Q1 2024,2025-03-29 01:58:36.481350,0
INV-7779,Amazon Web Services,8433.24,1517.98,0.18,Software licensing and support services,2025-02-10 01:58:36.481350,0
INV-4531,Microsoft Corp,9223.66,1660.26,0.18,Software licensing and support services,2024-09-09 01:58:36.481350,0
INV-8472,Microsoft Corp,5842.19,1051.59,0.18,Cloud computing services for Q1 2024,2024-11-20 01:58:36.481350,0
INV-4641,Gogle LLC,17558.29,2343.79,0.13365252790855986,Various professional services,2025-05-04 01:58:36.481350,1
INV-8383,Apple Inc,6209.0,1117.62,0.18,Professional consulting services,2024-08-09 01:58:36.481350,0
INV-3712,Oracle Corporation,2649.4,476.89,0.18,Cloud computing services for Q1 2024,2024-07-19 01:58:36.481350,0
INV-4913,IBM Corporation,7575.08,1363.51,0.18,Software licensing and support services,2024-11-06 01:58:36.481350,0
INV-3158,Amazon Web Servces,5000.0,1238.5,0.2413483446225172,Emergency maintenance work,2024-08-24 01:58:36.481350,1
INV-7499,Amazon Web Services,2177.89,392.02,0.18,Software licensing and support services,2025-01-11 01:58:36.465521,0
INV-8045,IBM Corporaton,11143.53,2005.84,0.18,General business expenses,2024-12-23 01:58:36.481350,1
INV-7002,Microsoft Corp,2186.95,393.65,0.18,Professional consulting services,2025-03-06 01:58:36.481350,0
INV-8323,Salesforce Inc,5095.13,917.12,0.18,Cloud computing services for Q1 2024,2024-12-05 01:58:36.481350,0
INV-1082,IBM Corporaton,5859.33,1054.68,0.18,Various professional services,2025-01-22 01:58:36.499205,1
INV-9970,Amazon Web Servces,39493.67,7108.86,0.18,Emergency maintenance work,2025-01-25 01:58:36.481350,1
INV-9950,IBM Corporation,7783.8,1401.08,0.18,Software licensing and support services,2025-06-06 01:58:36.481350,0
INV-1075,IBM Corporation,6915.61,1244.81,0.18,Cloud computing services for Q1 2024,2024-11-13 01:58:36.481350,0
INV-8847,Amazon Web Services,9126.53,1642.78,0.18,Software licensing and support services,2024-10-11 01:58:36.481350,0
INV-6059,Amazon Web Servces,28767.6,5396.83,0.18814007203266825,Miscellaneous services and products,2024-08-22 01:58:36.481350,1
INV-9345,IBM Corporaton,1000.0,41.08,0.07412415179596747,Various professional services,2024-10-15 01:58:36.497189,1
